sku_id,Current_Inventory,Average_Daily_Demand,Average_Unit_Price,Days_of_Supply,Stockout_Risk_Score,Overstock_Risk_Score,Risk_Level,Primary_Risk,Recommended_Action,Sales_at_Risk,Capital_Locked
289,63.0,32.05608755129959,999.0,1.9653053386250159,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,224168.22,62937.0
290,149.0,31.848153214774282,999.0,4.678450238391822,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,167035.6,148851.0
291,241.0,34.72777017783858,650.0,6.939691168360513,0.75,0.75,HIGH,BALANCED,NORMAL MONITORING,118508.52,156650.0
292,193.0,31.443228454172367,999.0,6.138046552099195,0.75,0.75,HIGH,BALANCED,NORMAL MONITORING,164911.87,192807.0
293,197.0,34.29822161422709,999.0,5.743738034460753,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,179885.6,196803.0
294,176.0,35.43502051983584,850.0,4.966837818013358,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,158128.78,149600.0
295,243.0,36.43638850889193,450.0,6.66915712408485,0.75,0.75,HIGH,BALANCED,NORMAL MONITORING,86080.97,109350.0
296,19.0,38.44049247606019,650.0,0.4942704626334519,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,174904.24,12350.0
297,182.0,36.36662106703147,1200.0,5.004589226602468,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,229109.71,218400.0
298,156.0,31.87824897400821,550.0,4.8936188473587094,0.75,0.4,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,92048.44,85800.0
299,32.0,33.723666210670316,850.0,0.9488885283141327,1.0,0.1,HIGH,STOCKOUT,URGENTLY REPLENISH STOCK,200655.81,27200.0
300,214.0,31.81532147742818,1200.0,6.726318957733155,0.75,0.75,HIGH,BALANCED,NORMAL MONITORING,200436.53,256800.0
