date,sku_id,units_sold,unit_price,promotion
15-04-2025,210,32,250,0
15-04-2025,133,26,550,0
15-04-2025,248,22,700,0
15-04-2025,138,22,450,0
15-04-2025,230,28,999,1
15-04-2025,268,29,999,0
15-04-2025,172,45,850,1
15-04-2025,128,41,350,1
15-04-2025,102,20,1500,0
15-04-2025,173,30,1200,1
15-04-2025,124,21,350,0
15-04-2025,277,27,999,0
15-04-2025,295,29,450,0
15-04-2025,297,20,1200,0
15-04-2025,285,16,850,0
15-04-2025,218,13,250,0
15-04-2025,166,23,850,0
15-04-2025,190,33,350,0
15-04-2025,152,14,700,0
15-04-2025,269,25,250,0
15-04-2025,188,39,550,1
15-04-2025,178,38,450,0
15-04-2025,238,44,1500,1
15-04-2025,175,22,850,0
15-04-2025,172,21,850,0
15-04-2025,146,27,999,0
15-04-2025,114,29,350,0
15-04-2025,108,25,650,0
15-04-2025,181,24,450,0
15-04-2025,300,37,1200,1
15-04-2025,153,38,650,0
15-04-2025,229,28,1200,0
15-04-2025,165,18,250,0
15-04-2025,161,26,700,0
15-04-2025,133,38,550,1
15-04-2025,213,23,350,0
15-04-2025,232,24,700,0
15-04-2025,171,39,700,1
15-04-2025,206,39,700,1
15-04-2025,196,41,550,1
15-04-2025,155,50,850,1
15-04-2025,239,17,1500,0
15-04-2025,211,26,1200,0
15-04-2025,114,28,350,0
15-04-2025,199,26,650,0
15-04-2025,178,33,450,1
15-04-2025,260,22,700,0
15-04-2025,162,33,1200,0
15-04-2025,292,35,999,1
15-04-2025,224,29,1500,0
15-04-2025,127,33,999,0
15-04-2025,181,51,450,1
15-04-2025,277,25,999,0
15-04-2025,151,30,1200,0
15-04-2025,241,28,650,0
15-04-2025,257,23,550,0
15-04-2025,239,20,1500,0
15-04-2025,119,10,650,0
15-04-2025,175,33,850,0
15-04-2025,170,18,250,0
15-04-2025,169,20,250,0
15-04-2025,276,41,1500,1
15-04-2025,102,18,1500,0
15-04-2025,208,18,250,0
15-04-2025,297,17,1200,0
15-04-2025,276,41,1500,1
15-04-2025,222,26,1200,0
15-04-2025,300,45,1200,1
15-04-2025,181,24,450,0
15-04-2025,223,40,250,1
15-04-2025,209,24,450,0
15-04-2025,110,16,700,0
15-04-2025,109,26,550,0
15-04-2025,280,23,450,0
15-04-2025,135,36,350,1
15-04-2025,171,29,700,0
15-04-2025,225,24,850,1
15-04-2025,216,20,1200,0
15-04-2025,203,21,550,0
15-04-2025,296,22,650,0
16-04-2025,258,17,1200,0
16-04-2025,289,22,999,0
16-04-2025,232,22,700,0
16-04-2025,296,24,650,0
16-04-2025,221,46,850,1
16-04-2025,209,30,450,0
16-04-2025,264,24,250,0
16-04-2025,274,20,350,0
16-04-2025,114,27,350,0
16-04-2025,283,41,650,1
16-04-2025,239,44,1500,1
16-04-2025,280,33,450,1
16-04-2025,244,25,550,0
16-04-2025,286,46,650,1
16-04-2025,156,29,999,0
16-04-2025,138,31,450,0
16-04-2025,140,39,999,1
16-04-2025,151,38,1200,1
16-04-2025,143,22,700,0
16-04-2025,189,50,650,1
16-04-2025,140,40,999,1
16-04-2025,132,20,850,0
16-04-2025,205,27,1200,0
16-04-2025,259,35,650,1
16-04-2025,128,23,350,0
16-04-2025,203,19,550,0
16-04-2025,232,21,700,0
16-04-2025,242,39,450,1
16-04-2025,122,26,450,1
16-04-2025,247,28,700,0
16-04-2025,106,38,1200,1
16-04-2025,148,25,550,0
16-04-2025,164,25,250,0
16-04-2025,271,18,850,0
16-04-2025,139,21,250,0
16-04-2025,257,32,550,0
16-04-2025,298,28,550,0
16-04-2025,292,37,999,0
16-04-2025,161,16,700,0
16-04-2025,120,27,850,0
16-04-2025,145,19,850,0
16-04-2025,254,40,550,0
16-04-2025,140,30,999,0
16-04-2025,230,35,999,1
16-04-2025,175,36,850,1
16-04-2025,254,25,550,0
16-04-2025,222,23,1200,0
16-04-2025,218,26,250,0
16-04-2025,257,26,550,0
16-04-2025,291,30,650,0
16-04-2025,173,18,1200,0
16-04-2025,206,35,700,0
16-04-2025,226,30,250,0
16-04-2025,265,18,650,0
16-04-2025,197,32,350,0
16-04-2025,175,19,850,0
16-04-2025,270,34,850,0
16-04-2025,291,17,650,0
16-04-2025,214,40,450,1
16-04-2025,121,20,450,0
16-04-2025,158,32,450,1
16-04-2025,193,20,999,0
16-04-2025,241,34,650,1
16-04-2025,234,22,650,0
16-04-2025,265,28,650,0
16-04-2025,106,23,1200,0
16-04-2025,194,24,350,0
16-04-2025,241,21,650,0
16-04-2025,298,35,550,0
16-04-2025,129,26,700,0
16-04-2025,276,31,1500,1
16-04-2025,102,30,1500,0
16-04-2025,140,26,999,0
16-04-2025,270,35,850,1
16-04-2025,258,45,1200,1
16-04-2025,295,22,450,0
16-04-2025,221,21,850,0
16-04-2025,224,34,1500,0
16-04-2025,207,24,700,0
16-04-2025,203,40,550,1
16-04-2025,203,20,550,0
16-04-2025,159,21,350,0
16-04-2025,271,37,850,1
16-04-2025,172,25,850,0
16-04-2025,223,33,250,1
16-04-2025,234,26,650,0
16-04-2025,208,23,250,0
16-04-2025,223,27,250,1
16-04-2025,110,31,700,0
16-04-2025,164,39,250,0
16-04-2025,190,19,350,0
16-04-2025,179,22,1200,0
16-04-2025,282,32,700,0
16-04-2025,280,35,450,1
16-04-2025,243,37,850,1
16-04-2025,171,21,700,0
16-04-2025,111,26,450,0
16-04-2025,252,21,850,0
16-04-2025,277,49,999,1
16-04-2025,198,32,1200,0
16-04-2025,266,25,700,1
16-04-2025,287,42,250,1
16-04-2025,210,23,250,0
16-04-2025,142,32,1500,0
16-04-2025,105,25,650,0
16-04-2025,252,23,850,0
16-04-2025,213,28,350,0
16-04-2025,131,29,250,0
16-04-2025,111,28,450,0
16-04-2025,294,39,850,1
16-04-2025,165,20,250,0
16-04-2025,166,25,850,0
16-04-2025,226,19,250,0
16-04-2025,173,27,1200,0
16-04-2025,283,22,650,0
16-04-2025,237,19,999,0
16-04-2025,172,22,850,0
16-04-2025,154,34,1200,1
16-04-2025,273,25,450,0
16-04-2025,219,24,700,0
16-04-2025,284,39,250,1
16-04-2025,170,26,250,0
16-04-2025,105,45,650,1
16-04-2025,280,23,450,0
16-04-2025,148,39,550,1
16-04-2025,270,24,850,0
16-04-2025,242,38,450,1
16-04-2025,147,17,850,0
16-04-2025,252,27,850,0
16-04-2025,117,35,250,1
16-04-2025,179,23,1200,0
16-04-2025,172,30,850,0
16-04-2025,232,21,700,0
16-04-2025,207,31,700,1
16-04-2025,223,40,250,1
16-04-2025,196,38,550,1
16-04-2025,248,29,700,0
16-04-2025,133,49,550,1
17-04-2025,244,39,550,1
17-04-2025,111,21,450,0
17-04-2025,118,22,850,0
17-04-2025,245,22,550,0
17-04-2025,132,22,850,0
17-04-2025,255,32,850,0
17-04-2025,127,24,999,0
17-04-2025,130,26,250,0
17-04-2025,287,29,250,0
17-04-2025,136,19,350,0
17-04-2025,283,34,650,1
17-04-2025,170,29,250,0
17-04-2025,260,18,700,0
17-04-2025,288,50,350,1
17-04-2025,124,19,350,0
17-04-2025,167,19,450,0
17-04-2025,215,30,550,1
17-04-2025,274,22,350,0
17-04-2025,138,28,450,1
17-04-2025,138,32,450,1
17-04-2025,174,17,650,0
17-04-2025,141,23,999,1
17-04-2025,154,23,1200,0
17-04-2025,126,27,1200,1
17-04-2025,266,25,700,0
17-04-2025,260,46,700,1
17-04-2025,129,22,700,0
17-04-2025,208,23,250,0
17-04-2025,230,32,999,1
17-04-2025,226,45,250,1
17-04-2025,297,31,1200,0
17-04-2025,229,30,1200,0
17-04-2025,238,52,1500,1
17-04-2025,107,33,550,0
17-04-2025,116,19,1200,0
17-04-2025,224,22,1500,0
17-04-2025,282,45,700,1
17-04-2025,180,47,250,1
17-04-2025,229,24,1200,0
17-04-2025,143,39,700,1
17-04-2025,192,26,1500,0
17-04-2025,251,20,999,0
17-04-2025,232,56,700,1
17-04-2025,123,26,450,0
17-04-2025,276,26,1500,0
17-04-2025,286,23,650,0
17-04-2025,196,20,550,0
17-04-2025,169,30,250,0
17-04-2025,207,40,700,1
17-04-2025,261,25,850,0
17-04-2025,191,16,1500,0
17-04-2025,107,21,550,0
17-04-2025,115,45,999,1
17-04-2025,263,29,1200,0
17-04-2025,258,40,1200,1
17-04-2025,255,22,850,0
17-04-2025,126,35,1200,0
17-04-2025,135,25,350,0
17-04-2025,179,12,1200,0
17-04-2025,147,21,850,0
17-04-2025,178,45,450,1
17-04-2025,212,25,1500,0
17-04-2025,157,23,1200,0
17-04-2025,125,27,650,0
17-04-2025,181,30,450,0
17-04-2025,245,43,550,1
17-04-2025,224,27,1500,0
17-04-2025,165,28,250,1
17-04-2025,163,36,1500,1
17-04-2025,217,35,650,1
17-04-2025,135,33,350,0
17-04-2025,267,38,450,1
17-04-2025,274,26,350,1
17-04-2025,106,31,1200,0
17-04-2025,295,27,450,0
17-04-2025,105,37,650,1
17-04-2025,192,28,1500,0
17-04-2025,234,35,650,0
17-04-2025,166,33,850,0
17-04-2025,141,44,999,1
17-04-2025,110,20,700,0
17-04-2025,246,30,350,0
17-04-2025,108,25,650,0
17-04-2025,197,24,350,0
17-04-2025,179,14,1200,0
17-04-2025,294,28,850,0
17-04-2025,287,36,250,1
17-04-2025,264,32,250,1
17-04-2025,247,46,700,1
17-04-2025,209,41,450,1
17-04-2025,170,22,250,0
17-04-2025,134,32,999,0
17-04-2025,294,27,850,0
17-04-2025,177,25,650,0
17-04-2025,186,44,850,1
17-04-2025,129,28,700,0
17-04-2025,156,32,999,0
17-04-2025,227,28,450,0
17-04-2025,186,16,850,0
17-04-2025,218,43,250,1
17-04-2025,143,21,700,0
17-04-2025,117,24,250,0
17-04-2025,278,26,450,1
17-04-2025,187,27,450,0
17-04-2025,173,23,1200,0
17-04-2025,158,43,450,1
17-04-2025,232,23,700,0
17-04-2025,213,25,350,0
17-04-2025,178,18,450,0
17-04-2025,287,20,250,0
17-04-2025,281,27,999,0
17-04-2025,140,37,999,1
17-04-2025,229,24,1200,0
17-04-2025,294,38,850,1
17-04-2025,198,23,1200,0
17-04-2025,107,40,550,1
17-04-2025,127,44,999,1
17-04-2025,234,18,650,0
17-04-2025,281,29,999,0
17-04-2025,126,38,1200,1
17-04-2025,210,19,250,0
17-04-2025,200,35,850,1
17-04-2025,158,33,450,0
17-04-2025,227,31,450,1
17-04-2025,276,21,1500,0
17-04-2025,148,25,550,0
17-04-2025,111,29,450,0
17-04-2025,172,24,850,0
17-04-2025,163,31,1500,0
17-04-2025,246,19,350,0
17-04-2025,208,32,250,1
17-04-2025,104,30,1500,0
17-04-2025,168,26,650,0
17-04-2025,248,34,700,1
17-04-2025,196,37,550,1
17-04-2025,213,31,350,1
17-04-2025,153,27,650,0
18-04-2025,164,49,250,1
18-04-2025,127,31,999,0
18-04-2025,117,24,250,0
18-04-2025,108,34,650,1
18-04-2025,225,31,850,0
18-04-2025,132,20,850,0
18-04-2025,215,23,550,0
18-04-2025,291,15,650,0
18-04-2025,240,16,350,0
18-04-2025,216,32,1200,1
18-04-2025,124,32,350,1
18-04-2025,198,47,1200,1
18-04-2025,279,18,650,0
18-04-2025,177,33,650,0
18-04-2025,266,42,700,1
18-04-2025,242,26,450,0
18-04-2025,154,20,1200,0
18-04-2025,129,25,700,0
18-04-2025,104,26,1500,0
18-04-2025,156,19,999,0
18-04-2025,167,18,450,0
18-04-2025,232,31,700,0
18-04-2025,215,26,550,0
18-04-2025,196,28,550,0
18-04-2025,245,22,550,0
18-04-2025,255,39,850,0
18-04-2025,243,34,850,1
18-04-2025,280,18,450,0
18-04-2025,172,38,850,1
18-04-2025,265,22,650,0
18-04-2025,185,26,550,0
18-04-2025,137,37,999,1
18-04-2025,130,26,250,0
18-04-2025,119,21,650,0
18-04-2025,292,21,999,0
18-04-2025,134,25,999,0
18-04-2025,268,41,999,1
18-04-2025,257,35,550,1
18-04-2025,188,23,550,0
18-04-2025,283,21,650,0
18-04-2025,282,21,700,0
18-04-2025,286,22,650,0
18-04-2025,200,25,850,0
18-04-2025,160,17,350,0
18-04-2025,109,45,550,1
18-04-2025,269,43,250,1
18-04-2025,275,19,700,0
18-04-2025,208,14,250,0
18-04-2025,115,33,999,1
18-04-2025,265,19,650,0
18-04-2025,160,27,350,0
18-04-2025,210,17,250,0
18-04-2025,232,27,700,0
18-04-2025,130,28,250,0
18-04-2025,113,26,1200,0
18-04-2025,116,23,1200,0
18-04-2025,292,32,999,1
18-04-2025,292,29,999,0
18-04-2025,186,43,850,1
18-04-2025,186,20,850,0
18-04-2025,182,23,350,0
18-04-2025,171,36,700,1
18-04-2025,209,19,450,0
18-04-2025,172,22,850,0
18-04-2025,224,32,1500,0
18-04-2025,176,25,1200,0
18-04-2025,226,29,250,0
18-04-2025,289,34,999,1
18-04-2025,142,27,1500,1
18-04-2025,113,23,1200,0
18-04-2025,206,25,700,0
18-04-2025,124,20,350,0
18-04-2025,147,18,850,0
18-04-2025,258,29,1200,0
18-04-2025,184,31,450,0
18-04-2025,210,29,250,0
18-04-2025,256,15,350,0
18-04-2025,126,31,1200,0
18-04-2025,196,30,550,0
18-04-2025,107,35,550,0
18-04-2025,200,29,850,1
18-04-2025,145,40,850,1
18-04-2025,283,26,650,0
18-04-2025,153,22,650,0
18-04-2025,141,23,999,0
18-04-2025,103,25,700,0
18-04-2025,127,28,999,0
18-04-2025,144,28,650,0
18-04-2025,146,17,999,0
18-04-2025,248,26,700,0
18-04-2025,278,25,450,1
18-04-2025,272,26,999,0
18-04-2025,292,37,999,0
18-04-2025,280,38,450,1
18-04-2025,192,23,1500,0
18-04-2025,178,39,450,1
18-04-2025,230,40,999,1
18-04-2025,164,32,250,0
18-04-2025,221,25,850,0
18-04-2025,300,31,1200,1
18-04-2025,140,21,999,0
18-04-2025,254,26,550,0
18-04-2025,288,16,350,0
18-04-2025,208,39,250,1
18-04-2025,172,19,850,0
18-04-2025,151,41,1200,1
18-04-2025,134,28,999,0
18-04-2025,165,14,250,0
18-04-2025,250,27,550,1
18-04-2025,204,19,1500,0
18-04-2025,145,25,850,0
18-04-2025,209,22,450,0
18-04-2025,262,36,550,0
18-04-2025,103,15,700,0
18-04-2025,105,28,650,0
18-04-2025,292,41,999,1
18-04-2025,250,26,550,0
18-04-2025,216,19,1200,0
18-04-2025,282,45,700,1
18-04-2025,218,33,250,1
18-04-2025,205,24,1200,0
18-04-2025,143,17,700,0
18-04-2025,263,32,1200,1
18-04-2025,253,25,350,1
18-04-2025,160,33,350,1
18-04-2025,248,21,700,0
18-04-2025,246,28,350,0
18-04-2025,120,35,850,1
18-04-2025,133,34,550,1
18-04-2025,219,23,700,0
18-04-2025,225,18,850,0
18-04-2025,232,46,700,1
18-04-2025,175,28,850,0
18-04-2025,268,28,999,0
18-04-2025,190,30,350,0
18-04-2025,142,27,1500,0
18-04-2025,124,12,350,0
19-04-2025,276,25,1500,0
19-04-2025,242,22,450,0
19-04-2025,193,26,999,1
19-04-2025,142,20,1500,0
19-04-2025,120,22,850,0
19-04-2025,131,34,250,0
19-04-2025,122,48,450,1
19-04-2025,206,18,700,0
19-04-2025,140,19,999,0
19-04-2025,126,28,1200,0
19-04-2025,157,28,1200,0
19-04-2025,240,17,350,0
19-04-2025,200,27,850,0
19-04-2025,131,24,250,0
19-04-2025,250,23,550,0
19-04-2025,198,27,1200,0
19-04-2025,138,49,450,1
19-04-2025,239,28,1500,0
19-04-2025,299,33,850,1
19-04-2025,209,30,450,1
19-04-2025,133,27,550,0
19-04-2025,162,27,1200,0
19-04-2025,220,33,350,0
19-04-2025,300,20,1200,0
19-04-2025,286,25,650,0
19-04-2025,287,28,250,0
19-04-2025,267,27,450,0
19-04-2025,215,29,550,0
19-04-2025,230,20,999,0
19-04-2025,247,31,700,0
19-04-2025,244,25,550,0
19-04-2025,228,33,350,0
19-04-2025,127,23,999,0
19-04-2025,276,44,1500,1
19-04-2025,102,30,1500,0
19-04-2025,186,44,850,1
19-04-2025,187,35,450,1
19-04-2025,300,28,1200,0
19-04-2025,118,23,850,0
19-04-2025,196,30,550,1
19-04-2025,172,20,850,0
19-04-2025,120,27,850,0
19-04-2025,145,24,850,0
19-04-2025,185,35,550,1
19-04-2025,284,39,250,1
19-04-2025,178,24,450,0
19-04-2025,277,25,999,0
19-04-2025,247,20,700,0
19-04-2025,264,25,250,0
19-04-2025,271,23,850,0
19-04-2025,243,42,850,1
19-04-2025,247,35,700,0
19-04-2025,131,25,250,0
19-04-2025,244,20,550,0
19-04-2025,110,24,700,0
19-04-2025,248,33,700,1
19-04-2025,231,26,550,0
19-04-2025,252,18,850,0
19-04-2025,229,32,1200,1
19-04-2025,174,22,650,0
19-04-2025,174,35,650,1
19-04-2025,220,38,350,1
19-04-2025,195,41,650,1
19-04-2025,169,21,250,0
19-04-2025,198,26,1200,0
19-04-2025,208,23,250,0
19-04-2025,148,20,550,0
19-04-2025,228,22,350,0
19-04-2025,163,19,1500,0
19-04-2025,154,36,1200,1
19-04-2025,184,25,450,0
19-04-2025,121,21,450,0
19-04-2025,221,28,850,0
19-04-2025,247,37,700,0
19-04-2025,292,35,999,0
19-04-2025,157,18,1200,0
19-04-2025,208,31,250,0
19-04-2025,201,44,850,1
19-04-2025,247,30,700,0
19-04-2025,225,36,850,1
19-04-2025,262,27,550,0
19-04-2025,271,30,850,0
19-04-2025,123,18,450,0
19-04-2025,172,14,850,0
19-04-2025,231,23,550,0
19-04-2025,209,15,450,0
19-04-2025,197,34,350,1
19-04-2025,135,26,350,0
19-04-2025,215,24,550,0
19-04-2025,249,24,700,0
19-04-2025,108,24,650,0
19-04-2025,219,31,700,1
19-04-2025,282,32,700,0
19-04-2025,215,35,550,0
19-04-2025,291,23,650,0
19-04-2025,171,26,700,0
19-04-2025,101,19,250,0
19-04-2025,237,20,999,0
19-04-2025,143,31,700,1
19-04-2025,102,20,1500,0
19-04-2025,137,18,999,0
19-04-2025,287,22,250,0
19-04-2025,257,21,550,0
19-04-2025,156,25,999,0
19-04-2025,220,25,350,1
19-04-2025,168,25,650,0
19-04-2025,136,24,350,0
19-04-2025,298,21,550,0
19-04-2025,263,25,1200,0
19-04-2025,173,22,1200,0
19-04-2025,171,18,700,0
19-04-2025,264,40,250,1
19-04-2025,193,20,999,0
19-04-2025,176,27,1200,0
19-04-2025,178,36,450,0
19-04-2025,190,29,350,0
19-04-2025,205,30,1200,0
19-04-2025,109,24,550,0
19-04-2025,197,40,350,1
19-04-2025,188,20,550,0
19-04-2025,155,25,850,0
19-04-2025,172,21,850,0
19-04-2025,185,24,550,0
19-04-2025,174,29,650,0
19-04-2025,282,31,700,0
19-04-2025,206,23,700,0
19-04-2025,201,45,850,1
19-04-2025,153,26,650,0
19-04-2025,284,28,250,0
19-04-2025,105,43,650,1
19-04-2025,211,18,1200,0
19-04-2025,134,30,999,0
19-04-2025,254,26,550,0
19-04-2025,176,22,1200,0
19-04-2025,159,17,350,0
19-04-2025,112,23,700,0
19-04-2025,259,29,650,0
19-04-2025,180,39,250,1
20-04-2025,153,21,650,0
20-04-2025,269,22,250,0
20-04-2025,104,33,1500,0
20-04-2025,194,21,350,0
20-04-2025,133,21,550,0
20-04-2025,126,29,1200,0
20-04-2025,105,32,650,0
20-04-2025,138,27,450,0
20-04-2025,290,31,999,0
20-04-2025,190,28,350,0
20-04-2025,300,24,1200,0
20-04-2025,154,27,1200,0
20-04-2025,253,26,350,0
20-04-2025,118,32,850,1
20-04-2025,122,33,450,0
20-04-2025,104,24,1500,0
20-04-2025,280,24,450,0
20-04-2025,235,26,850,0
20-04-2025,249,29,700,0
20-04-2025,286,54,650,1
20-04-2025,167,30,450,0
20-04-2025,245,39,550,1
20-04-2025,201,38,850,1
20-04-2025,209,24,450,0
20-04-2025,233,22,550,0
20-04-2025,194,29,350,0
20-04-2025,105,33,650,1
20-04-2025,116,23,1200,1
20-04-2025,201,26,850,0
20-04-2025,214,26,450,0
20-04-2025,247,17,700,0
20-04-2025,215,20,550,0
20-04-2025,138,19,450,0
20-04-2025,174,21,650,0
20-04-2025,189,40,650,1
20-04-2025,297,30,1200,0
20-04-2025,207,23,700,0
20-04-2025,227,16,450,0
20-04-2025,248,19,700,0
20-04-2025,173,30,1200,0
20-04-2025,293,25,999,1
20-04-2025,235,23,850,0
20-04-2025,270,38,850,1
20-04-2025,250,27,550,0
20-04-2025,225,19,850,0
20-04-2025,107,25,550,0
20-04-2025,217,27,650,0
20-04-2025,126,22,1200,0
20-04-2025,221,28,850,0
20-04-2025,241,41,650,1
20-04-2025,210,26,250,0
20-04-2025,162,26,1200,0
20-04-2025,112,33,700,1
20-04-2025,235,40,850,0
20-04-2025,240,38,350,1
20-04-2025,196,17,550,0
20-04-2025,244,30,550,0
20-04-2025,256,27,350,0
20-04-2025,203,53,550,1
20-04-2025,110,39,700,1
20-04-2025,275,43,700,1
20-04-2025,194,25,350,0
20-04-2025,235,28,850,0
20-04-2025,283,27,650,0
20-04-2025,173,19,1200,0
20-04-2025,225,22,850,0
20-04-2025,104,25,1500,0
20-04-2025,278,39,450,1
20-04-2025,112,22,700,0
20-04-2025,209,28,450,0
20-04-2025,171,32,700,0
20-04-2025,108,29,650,0
20-04-2025,193,30,999,0
20-04-2025,288,25,350,0
20-04-2025,134,25,999,0
20-04-2025,159,19,350,0
20-04-2025,138,32,450,0
20-04-2025,125,30,650,0
20-04-2025,147,25,850,0
20-04-2025,215,23,550,0
20-04-2025,257,15,550,0
20-04-2025,239,36,1500,0
20-04-2025,255,45,850,1
20-04-2025,244,20,550,0
20-04-2025,177,23,650,0
20-04-2025,281,29,999,0
20-04-2025,135,27,350,0
20-04-2025,240,31,350,1
20-04-2025,123,41,450,1
20-04-2025,254,30,550,0
20-04-2025,118,22,850,0
20-04-2025,144,21,650,0
20-04-2025,179,24,1200,0
20-04-2025,239,28,1500,0
20-04-2025,110,20,700,0
20-04-2025,152,40,700,1
20-04-2025,167,31,450,0
20-04-2025,247,20,700,0
20-04-2025,293,24,999,0
20-04-2025,223,32,250,0
20-04-2025,202,23,550,0
20-04-2025,168,22,650,0
20-04-2025,265,22,650,0
20-04-2025,122,34,450,1
20-04-2025,126,26,1200,0
20-04-2025,141,39,999,1
20-04-2025,154,51,1200,1
20-04-2025,193,21,999,0
20-04-2025,290,29,999,0
20-04-2025,231,25,550,1
20-04-2025,177,25,650,0
20-04-2025,143,24,700,0
20-04-2025,230,17,999,0
20-04-2025,151,26,1200,1
20-04-2025,296,29,650,0
20-04-2025,196,21,550,0
20-04-2025,211,23,1200,0
20-04-2025,281,24,999,0
20-04-2025,162,25,1200,0
20-04-2025,195,23,650,0
20-04-2025,207,30,700,0
20-04-2025,155,24,850,0
20-04-2025,111,34,450,0
20-04-2025,157,26,1200,0
20-04-2025,123,28,450,0
20-04-2025,236,21,350,0
20-04-2025,102,27,1500,0
20-04-2025,164,26,250,0
20-04-2025,277,23,999,0
20-04-2025,214,20,450,0
20-04-2025,235,20,850,0
20-04-2025,234,46,650,1
20-04-2025,160,22,350,0
20-04-2025,227,19,450,0
20-04-2025,145,14,850,0
20-04-2025,228,16,350,0
20-04-2025,237,27,999,0
21-04-2025,276,29,1500,0
21-04-2025,284,24,250,0
21-04-2025,105,33,650,0
21-04-2025,160,40,350,1
21-04-2025,210,27,250,0
21-04-2025,165,25,250,0
21-04-2025,224,35,1500,1
21-04-2025,271,29,850,0
21-04-2025,152,31,700,1
21-04-2025,279,33,650,0
21-04-2025,277,28,999,0
21-04-2025,283,29,650,0
21-04-2025,115,42,999,1
21-04-2025,159,25,350,0
21-04-2025,125,27,650,0
21-04-2025,125,30,650,1
21-04-2025,111,23,450,0
21-04-2025,188,41,550,1
21-04-2025,118,26,850,0
21-04-2025,160,29,350,1
21-04-2025,297,20,1200,0
21-04-2025,277,29,999,1
21-04-2025,288,28,350,1
21-04-2025,108,32,650,0
21-04-2025,233,21,550,0
21-04-2025,227,36,450,1
21-04-2025,127,32,999,1
21-04-2025,282,40,700,1
21-04-2025,181,26,450,0
21-04-2025,296,27,650,0
21-04-2025,123,36,450,1
21-04-2025,231,34,550,0
21-04-2025,127,21,999,0
21-04-2025,290,32,999,0
21-04-2025,222,18,1200,0
21-04-2025,116,26,1200,0
21-04-2025,143,54,700,1
21-04-2025,172,33,850,1
21-04-2025,103,29,700,0
21-04-2025,102,23,1500,0
21-04-2025,286,24,650,0
21-04-2025,297,24,1200,0
21-04-2025,208,39,250,1
21-04-2025,281,32,999,1
21-04-2025,232,19,700,0
21-04-2025,106,41,1200,1
21-04-2025,243,23,850,0
21-04-2025,104,42,1500,1
21-04-2025,264,33,250,1
21-04-2025,174,26,650,0
21-04-2025,129,38,700,1
21-04-2025,152,29,700,0
21-04-2025,237,28,999,1
21-04-2025,270,26,850,1
21-04-2025,215,43,550,1
21-04-2025,133,21,550,0
21-04-2025,281,42,999,1
21-04-2025,259,26,650,0
21-04-2025,182,33,350,1
21-04-2025,211,29,1200,1
21-04-2025,293,34,999,0
21-04-2025,176,21,1200,0
21-04-2025,106,22,1200,0
21-04-2025,130,44,250,1
21-04-2025,221,15,850,0
21-04-2025,300,37,1200,1
21-04-2025,248,39,700,1
21-04-2025,224,17,1500,0
21-04-2025,165,29,250,0
21-04-2025,188,28,550,0
21-04-2025,108,24,650,0
21-04-2025,175,39,850,1
21-04-2025,225,26,850,0
21-04-2025,282,25,700,0
21-04-2025,285,24,850,0
21-04-2025,265,17,650,0
21-04-2025,105,21,650,0
21-04-2025,263,25,1200,0
21-04-2025,144,32,650,0
21-04-2025,224,22,1500,0
21-04-2025,290,28,999,0
21-04-2025,278,15,450,0
21-04-2025,233,24,550,0
21-04-2025,160,27,350,0
21-04-2025,205,25,1200,0
21-04-2025,241,44,650,1
21-04-2025,203,34,550,0
21-04-2025,181,30,450,0
21-04-2025,181,25,450,0
21-04-2025,220,33,350,0
21-04-2025,108,36,650,0
21-04-2025,300,46,1200,1
21-04-2025,121,21,450,0
21-04-2025,297,23,1200,0
21-04-2025,108,35,650,1
21-04-2025,203,47,550,0
21-04-2025,184,39,450,1
21-04-2025,215,22,550,0
21-04-2025,187,23,450,0
21-04-2025,280,46,450,1
21-04-2025,104,27,1500,0
21-04-2025,298,24,550,0
21-04-2025,238,42,1500,1
21-04-2025,256,28,350,0
21-04-2025,128,38,350,1
21-04-2025,114,17,350,0
21-04-2025,180,24,250,0
21-04-2025,165,26,250,0
21-04-2025,257,38,550,1
21-04-2025,280,21,450,0
21-04-2025,186,27,850,0
21-04-2025,254,32,550,0
21-04-2025,112,32,700,1
21-04-2025,249,18,700,0
21-04-2025,120,21,850,0
21-04-2025,234,29,650,0
21-04-2025,177,22,650,0
21-04-2025,184,25,450,0
21-04-2025,156,16,999,0
21-04-2025,181,33,450,0
21-04-2025,275,22,700,0
21-04-2025,262,22,550,0
21-04-2025,169,26,250,1
21-04-2025,159,32,350,1
21-04-2025,202,30,550,0
21-04-2025,237,45,999,1
21-04-2025,137,28,999,1
21-04-2025,246,25,350,0
21-04-2025,290,31,999,1
21-04-2025,269,23,250,0
21-04-2025,210,36,250,1
21-04-2025,164,25,250,0
21-04-2025,165,18,250,0
21-04-2025,249,22,700,0
21-04-2025,191,20,1500,0
21-04-2025,122,36,450,0
21-04-2025,236,27,350,0
22-04-2025,128,25,350,0
22-04-2025,298,32,550,1
22-04-2025,184,41,450,1
22-04-2025,169,24,250,0
22-04-2025,112,18,700,0
22-04-2025,134,32,999,0
22-04-2025,290,18,999,0
22-04-2025,208,35,250,0
22-04-2025,281,26,999,0
22-04-2025,292,22,999,0
22-04-2025,110,20,700,0
22-04-2025,177,44,650,1
22-04-2025,268,26,999,0
22-04-2025,200,23,850,0
22-04-2025,202,27,550,0
22-04-2025,215,23,550,0
22-04-2025,241,39,650,1
